All,Semua
"To use this website you must first enable JavaScript in your browser.","Untuk menggunakan situs ini Anda harus terlebih dahulu mengaktifkan JavaScript di browser Anda."
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Ini hanya toko demo. Anda bisa menjelajah dan memesan, tapi tidak ada yang akan diproses."
"Report an Issue","Laporkan Masalah"
"Stores Configuration","Konfigurasi Toko"
"Additional Cache Management","Manajemen Cache Tambahan"
"Flush Catalog Images Cache","Bersihkan Tembolok Katalog Gambar"
"Pregenerated product images files","File gambar produk yang telah dipersiapkan sebelumnya"
"Flush JavaScript/CSS Cache","Flush JavaScript / CSS Cache"
"Themes JavaScript and CSS files combined to one file","Tema JavaScript dan berkas CSS digabungkan ke dalam satu berkas"
"Flush Static Files Cache","Bersihkan Tembolok Statik Berkas"
"Preprocessed view files and static files","File tampilan dan file statis yang telah diproses"
Catalog,Katalog
"JavaScript/CSS Cache","JavaScript /CSS Cache"
"No records found.","Tidak ditemukan catatan."
Images,Gambar
"Big Image","Gambar besar"
Thumbnail,"Gambar Kecil"
"Additional Settings","Pengaturan Tambahan"
"records found","catatan ditemukan"
selected,terpilih
"per page","per halaman"
"Previous page","Halaman sebelumnya"
"of %1",dari%1
"Next page","Halaman selanjutnya"
"Export to:","Ekspor ke:"
"Mass Actions","Tindakan Massal"
"Unselect All","Batalkan Semua Pilihan"
"Select Visible","Pilih yang terlihat"
"Unselect Visible","Batalkan pilihan yang terlihat"
"Changes have been made to this section that have not been saved.","Perubahan telah dilakukan pada bagian ini yang belum disimpan."
"This tab contains invalid data. Please resolve this before saving.","Tab ini berisi data yang tidak sah. Silakan menyelesaikan ini sebelum menyimpan."
"The information in this tab has been changed.","Informasi dalam tab ini telah diubah."
Loading...,Pemuatan...
"User Agent Rules","Aturan Agen Pengguna"
"We could not detect a size.","Kami tidak bisa mendeteksi ukurannya."
"Please confirm scope switching. All data that hasn't been saved will be lost.","Silakan konfirmasikan pengalihan cakupan. Semua data yang belum disimpan akan hilang."
"Allow everything","Biarkan semuanya"
"Magento Admin","Admin Magento"
"Global Search","Pencarian Global"
Marketing,Pemasaran
"SEO & Search","SEO & Pencarian"
"User Content","Konten pengguna"
Content,Konten
Elements,Unsur
Design,Desain
Schedule,Jadwal
Settings,Pengaturan
Attributes,Atribut
"Other Settings","Pengaturan lainnya"
"Data Transfer","Transfer data"
"Package Extensions","Paket Ekstensi"
Tools,Alat
Currency,"Mata uang"
Communications,Komunikasi
Advanced,Lanjutan
"Disable Modules Output","Nonaktifkan Output Modul"
"Store Email Addresses","Alamat Email Toko"
"Sender Email","Email Pengirim"
"Sender Name","Nama Pengirim"
"Custom Email 2","Email Kustom 2"
"General Contact","Kontak Umum"
"Sales Representative","Perwakilan Penjualan"
"Customer Support","Dukungan Pelanggan"
Developer,Pengembang
"Template Settings","Pengaturan Template"
"Allow Symlinks","Izinkan Symlinks"
"Minify Html","Minimalkan Html"
"Minification is not applied in developer mode.","Minification tidak diterapkan dalam mode pengembang."
"Translate Inline","Terjemahkan Inline"
"Enabled for Storefront","Diaktifkan untuk etalase"
"Enabled for Admin","Diaktifkan untuk Admin"
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","Terjemahkan, blok blok, dan cache keluaran lainnya harus dinonaktifkan untuk terjemahan etalase dan Admin secara langsung."
"JavaScript Settings","Pengaturan JavaScript"
"Merge JavaScript Files","Gabungkan File JavaScript"
"Enable JavaScript Bundling","Aktifkan JavaScript Bundling"
"Minify JavaScript Files","Minimalkan file javaScript"
"CSS Settings","Pengaturan CSS"
"Merge CSS Files","Gabungkan File CSS"
"Minify CSS Files","Minimalkan File CSS"
"Image Processing Settings","Pengaturan Pengolahan Citra"
"Image Adapter","Adaptor gambar"
"Static Files Settings","Pengaturan File Statis"
"Sign Static Files","Tanda file Statis"
"Country Options","Pilihan negara"
"Allow Countries","Izinkan negara"
"Default Country","Negara Default"
"European Union Countries","Negara Uni Eropa"
"Top destinations","Tujuan terpopuler"
"Locale Options","Pilihan Lokal"
Timezone,"Zona Waktu"
Locale,Lokal
"First Day of Week","Hari pertama minggu"
"Weekend Days","Hari libur"
"Store Name","Nama toko"
"Store Phone Number","Simpan Nomor Telepon"
"Store Hours of Operation","Simpan Jam Operasi"
Country,Negara
Region/State,Wilayah/negara
"ZIP/Postal Code","Kode pos"
City,Kota
"Street Address","Alamat jalan"
"Street Address Line 2","Alamat jalan Baris 2"
"VAT Number","Nomor PPN"
"Single-Store Mode","Mode Toko-tunggal"
"Enable Single-Store Mode","Aktifkan Mode Toko-tunggal"
"This setting will not be taken into account if system has more than one store view.","Pengaturan ini tidak akan diperhitungkan jika sistem memiliki lebih dari satu tampilan toko."
"Mail Sending Settings","Pengaturan Pengiriman Surat"
"Disable Email Communications","Nonaktifkan Komunikasi Email"
"Set Return-Path","Mengatur Jalur-Pengembalian"
"Return-Path Email","Email Jalur-Pengembalian"
"Admin User Emails","Email Pengguna Admin"
"Forgot Password Email Template","Template Email Lupa Kata Sandi"
"Email template chosen based on theme fallback when ""Default"" option is selected.","Template email dipilih berdasarkan fallback tema saat opsi ""Default"" dipilih."
"Forgot and Reset Email Sender","Pengirim email Lupa dan Setel ulang"
"Startup Page","Halaman awal"
"Admin Base URL","URL Dasar Admin"
"Use Custom Admin URL","Gunakan URL Admin Kustom"
"Custom Admin URL","URL Admin Kustom"
"Make sure that base URL ends with '/' (slash), e.g. http://yourdomain/magento/","Pastikan URL dasar diakhiri dengan '/' (garis miring), mis. http://yourdomain/magento/"
"Use Custom Admin Path","Gunakan Custom Admin Path"
"Custom Admin Path","Jalur Admin Kustom"
"You will have to sign in after you save your custom admin path.","Anda harus masuk setelah Anda menyimpan jalur admin ubahsuaian Anda."
Security,Keamanan
"Recovery Link Expiration Period (hours)","Periode Kadaluarsa Pemulihan (jam)"
"Please enter a number 1 or greater in this field.","Silakan masukkan angka 1 atau lebih dalam bidang ini."
"Add Secret Key to URLs","Tambahkan Kunci Rahasia ke URL"
"Login is Case Sensitive","Login adalah Hal-hal sensitif"
"Admin Session Lifetime (seconds)","Waktu Sesi Admin (detik)"
"Please enter at least 60 and at most 31536000 (one year).","Silakan masukkan paling sedikit 60 dan paling banyak 31536000 (satu tahun)."
"Enable Charts","Aktifkan Grafik"
"Url Options","Pilihan Url"
"Add Store Code to Urls","Tambahkan Kode Store ke Url"
"Auto-redirect to Base URL","Auto-redirect ke Base URL"
"Search Engine Optimization","Optimisasi Mesin Pencari"
"Use Web Server Rewrites","Gunakan Rewrite Server Web"
"Base URLs","URL dasar"
"Base URL","URL dasar"
"Specify URL or {{base_url}} placeholder.","Tentukan URL atau placeholder {{base_url}}."
"Base Link URL","URL Tautan Basis"
"Base URL for Static View Files","URL dasar untuk file tampilan statis"
"May be empty or start with {{unsecure_base_url}} placeholder.","Mungkin kosong atau mulai dengan placeholder {{unsecure_base_url}}."
"Base URL for User Media Files","URL dasar untuk File Media Pengguna"
"Base URLs (Secure)","URL dasar (aman)"
"Secure Base URL","URL Base Aman"
"Specify URL or {{base_url}}, or {{unsecure_base_url}} placeholder.","Tentukan URL atau {{base_url}}, atau {{unsecure_base_url}} placeholder."
"Secure Base Link URL","URL Tautan Basis Aman"
"Secure Base URL for Static View Files","Base URL Aman untuk Tampilan Berkas Statis"
"May be empty or start with {{secure_base_url}}, or {{unsecure_base_url}} placeholder.","Mungkin kosong atau mulai dengan placeholder {{secure_base_url}}, atau {{unsecure_base_url}}."
"Secure Base URL for User Media Files","URL Basis Aman untuk File Media Pengguna"
"Use Secure URLs on Storefront","Gunakan URL Aman di etalase"
"Use Secure URLs in Admin","Gunakan URL Aman di Admin"
"Enable HTTP Strict Transport Security (HSTS)","Aktifkan Keamanan Transportasi Ketat HTTP (HSTS)"
"Upgrade Insecure Requests","Tingkatkan permintaan yang tidak aman"
"Default Pages","Halaman Default"
"Default Web URL","URL Web Default"
"Default No-route URL","URL Tidak-Rute default"
"Session Validation Settings","Pengaturan Validasi Sesi"
"Validate REMOTE_ADDR","Validasi REMOTE_ADDR"
"Validate HTTP_VIA","Validasi HTTP_VIA"
"Validate HTTP_X_FORWARDED_FOR","Validasi HTTP_X_FORWARDED_FOR"
"Validate HTTP_USER_AGENT","Validasi HTTP_USER_AGENT"
"Cache Type","Tipe cache"
Description,Deskripsi
Tags,Tag
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">404Kesalahan</h1> <p> Halaman tidak ditemukan. </p>"
"Community Edition","Edisi Komunitas"
"Default Theme","Tema standar"
"Applied Theme","Tema Terapan"
"Design Rule","Aturan Desain"
Pagination,Penomoran
"How many links to display at once.","Berapa banyak tautan yang akan ditampilkan sekaligus."
"Pagination Frame","Paginasi Bingkai"
"If current frame position does not cover utmost pages, it renders the link to current position plus/minus this value.","Jika posisi frame saat ini tidak menutupi halaman maksimal, ini akan menyebabkan link ke posisi saat ini plus/minus nilai ini."
"Pagination Frame Skip","Lewati Paginasi Bingkai"
"Alternative text for the previous pages link in the pagination menu. If empty, the default arrow image is used.","Teks alternatif untuk halaman sebelumnya terhubung ke menu pagination. Jika kosong, gambar panah default akan digunakan."
"Anchor Text for Previous","Teks Jangkar untuk Sebelumnya"
"Alternative text for the next pages link in the pagination menu. If empty, default arrow image is used.","Teks alternatif untuk tautan halaman berikutnya dalam menu paginasi. Jika kosong, gambar panah default digunakan."
"Anchor Text for Next","Teks Jangkar untuk Selanjutnya"
"Theme Name","Nama tema"
"System Backup","System Cadangan"
"Database and Media Backup","Backup Database dan Media"
"Database Backup","Backup Database"
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","Arsip dapat dikompres dengan <a href=""%1"">%2</a> pada sistem Windows."
"You need more permissions to activate maintenance mode right now.","Anda memerlukan lebih banyak izin untuk mengaktifkan mode perawatan sekarang."
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Untuk membuat cadangan, batalkan pilihan ""Masukkan ke dalam mode perawatan"" atau perbarui izin Anda."
"Something went wrong while putting your store into maintenance mode.","Ada yang tidak beres saat meletakkan toko Anda ke mode perawatan."
"You need more free space to create a backup.","Anda membutuhkan lebih banyak ruang kosong untuk membuat cadangan."
"You need more permissions to create a backup.","Anda memerlukan lebih banyak izin untuk membuat cadangan."
"We can't create the backup right now.","Kami tidak dapat membuat backup sekarang."
Backups,Cadangan
Backup,Cadangkan
"We can't delete one or more backups.","Kami tidak dapat menghapus satu atau lebih backup."
failed,gagal
successful,sukses
"You deleted the selected backup(s).","Anda menghapus cadangan yang dipilih(s)."
"Can't load snapshot archive","Tidak dapat memuat arsip foto"
"Please correct the password.","Perbaiki kata sandinya."
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Untuk menyelesaikan rollback, batalkan pilihan ""Masukkan ke dalam mode perawatan"" atau perbarui izin Anda."
"We can't find the backup file.","Kami tidak dapat menemukan file cadangan."
"We can't connect to the FTP right now.","Kami tidak dapat terhubung ke FTP sekarang."
"Failed to validate FTP.","Gagal memvalidasi FTP."
"You need more permissions to perform a rollback.","Anda memerlukan lebih banyak izin untuk melakukan rollback."
"Failed to rollback.","Gagal untuk putar kembali."
"Database and Media","Database dan Media"
"System (excluding Media)","Sistem (tidak termasuk Media)"
"You created the system backup.","Anda membuat backup sistem."
"You created the system backup (excluding media).","Anda membuat backup sistem (tidak termasuk media)."
"You created the database and media backup.","Anda membuat database dan backup media."
"You created the database backup.","Anda membuat backup database."
"Please correct the order of creation for a new backup.","Silakan perbaiki urutan dari pembuatan cadangan baru."
"The backup file does not exist.","File cadangan tidak ada."
"The backup file path was not specified.","Jalur file cadangan tidak ditentukan."
"The backup file ""%1"" does not exist.","File cadangan ""%1"" tidak ada."
"Sorry, but we cannot read from or write to backup file ""%1"".","Maaf, tapi kami tidak dapat membaca dari atau menulis ke file cadangan ""%1""."
"The backup file handler was unspecified.","Penangan file cadangan tidak ditentukan."
"Something went wrong while writing to the backup file ""%1"".","Ada yang tidak beres saat menulis ke file cadangan ""%1""."
"We can't save the Cron expression.","Kita tidak bisa menyimpan ekspresi Cron."
"You will lose any data created since the backup was made, including admin users, customers and orders.","Anda akan kehilangan data yang dibuat sejak cadangan dibuat, termasuk pengguna admin, pelanggan dan pesanan."
"Are you sure you want to continue?","Anda yakin ingin melanjutkan?"
"This may take a few moments.","Ini mungkin memakan waktu beberapa saat."
"Be sure your store is in maintenance mode during backup.","Pastikan toko Anda dalam mode perawatan saat melakukan backup."
"Backup Name","Nama cadangan"
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Silakan gunakan hanya huruf (a-z atau A-Z), angka (0-9) atau spasi di bidang ini."
"Maintenance mode","Mode perawatan"
"Please put your store into maintenance mode during backup.","Silakan simpan toko Anda ke mode perawatan saat melakukan backup."
Exclude,Kecuali
"Exclude media folder from backup","Kecualikan folder media dari cadangan"
"Please enter the password to confirm rollback.","Silakan masukkan kata sandi untuk mengkonfirmasi putar kembali."
"This action cannot be undone.","Tindakan ini tidak bisa dibatalkan."
"User Password","Kata sandi pengguna"
"Please put your store into maintenance mode during rollback processing.","Silakan simpan toko Anda ke mode perawatan selama proses rollback."
